student_id,Competency
c9aeacf8b6a4448dabb061937381961e,SCI-109
c9aeacf8b6a4448dabb061937381961e,SEC-101
c9aeacf8b6a4448dabb061937381961e,SEC-302
c9aeacf8b6a4448dabb061937381961e,SEC-303
c9aeacf8b6a4448dabb061937381961e,SYS-102
d04a489b257340f8b6ddb9360aa674d3,AIC-504
d04a489b257340f8b6ddb9360aa674d3,ENI-103
d04a489b257340f8b6ddb9360aa674d3,HAS-101
d04a489b257340f8b6ddb9360aa674d3,HAS-105
d04a489b257340f8b6ddb9360aa674d3,SEC-101
d04a489b257340f8b6ddb9360aa674d3,URD-102
d42e6097b34e4b80ad2e73a10bc4d036,AIC-201
d42e6097b34e4b80ad2e73a10bc4d036,AIC-301
d42e6097b34e4b80ad2e73a10bc4d036,COM-103
d42e6097b34e4b80ad2e73a10bc4d036,HCD-304
d42e6097b34e4b80ad2e73a10bc4d036,HCD-402
d42e6097b34e4b80ad2e73a10bc4d036,HCD-403
d42e6097b34e4b80ad2e73a10bc4d036,SEC-201
d42e6097b34e4b80ad2e73a10bc4d036,SEC-302
d42e6097b34e4b80ad2e73a10bc4d036,SEN-213
d42e6097b34e4b80ad2e73a10bc4d036,SEN-214
d42e6097b34e4b80ad2e73a10bc4d036,SEN-405
d42e6097b34e4b80ad2e73a10bc4d036,URD-202
d4d5b891ab6d4e2691210f0797c2f6fa,AIC-504
d4d5b891ab6d4e2691210f0797c2f6fa,COM-102
d4d5b891ab6d4e2691210f0797c2f6fa,HCD-502
d4d5b891ab6d4e2691210f0797c2f6fa,HCD-504
d4d5b891ab6d4e2691210f0797c2f6fa,SCI-104
d4d5b891ab6d4e2691210f0797c2f6fa,SEC-101
d4d5b891ab6d4e2691210f0797c2f6fa,URD-302
dd085f1b9cdc4c188f0dece1205a9671,AIC-101
dd085f1b9cdc4c188f0dece1205a9671,AIC-504
dd085f1b9cdc4c188f0dece1205a9671,COM-101
dd085f1b9cdc4c188f0dece1205a9671,COM-103
dd085f1b9cdc4c188f0dece1205a9671,COM-105
dd085f1b9cdc4c188f0dece1205a9671,HAS-123
dd085f1b9cdc4c188f0dece1205a9671,HAS-133
dd085f1b9cdc4c188f0dece1205a9671,HAS-143
dd085f1b9cdc4c188f0dece1205a9671,SCI-107
dd085f1b9cdc4c188f0dece1205a9671,SCI-109
dd085f1b9cdc4c188f0dece1205a9671,SEC-101
dd085f1b9cdc4c188f0dece1205a9671,SEC-302
dd085f1b9cdc4c188f0dece1205a9671,SEC-303
dd5c792dc4854a0c8424bc0d84939f70,AIC-504
dd5c792dc4854a0c8424bc0d84939f70,HCD-403
dd5c792dc4854a0c8424bc0d84939f70,HCD-502
dd5c792dc4854a0c8424bc0d84939f70,SEC-101
dd5c792dc4854a0c8424bc0d84939f70,SYS-102
e0bac19365ec4575a286250ea0010da6,AIC-201
e0bac19365ec4575a286250ea0010da6,COM-101
e0bac19365ec4575a286250ea0010da6,HAS-101
e0bac19365ec4575a286250ea0010da6,HCD-304
e0bac19365ec4575a286250ea0010da6,HCD-402
e0bac19365ec4575a286250ea0010da6,HCD-403
e0bac19365ec4575a286250ea0010da6,SCI-107
e0bac19365ec4575a286250ea0010da6,SEC-201
e0bac19365ec4575a286250ea0010da6,SEC-302
e0bac19365ec4575a286250ea0010da6,URD-202
e223ecf745ce4c35a11efc55232d66e6,AIC-201
e223ecf745ce4c35a11efc55232d66e6,COM-104
e223ecf745ce4c35a11efc55232d66e6,ENI-103
e223ecf745ce4c35a11efc55232d66e6,ENI-106
e223ecf745ce4c35a11efc55232d66e6,ENI-408
e223ecf745ce4c35a11efc55232d66e6,ENI-409
e223ecf745ce4c35a11efc55232d66e6,ENI-410
e223ecf745ce4c35a11efc55232d66e6,HAS-123
e223ecf745ce4c35a11efc55232d66e6,HAS-133
e223ecf745ce4c35a11efc55232d66e6,HAS-143
e223ecf745ce4c35a11efc55232d66e6,URD-101
e223ecf745ce4c35a11efc55232d66e6,URD-202
e4f8a95afd9f44209d36f353fdef39bc,AIC-504
e4f8a95afd9f44209d36f353fdef39bc,ENI-103
e4f8a95afd9f44209d36f353fdef39bc,ENI-107
e4f8a95afd9f44209d36f353fdef39bc,ENI-201
e4f8a95afd9f44209d36f353fdef39bc,HCD-403
e4f8a95afd9f44209d36f353fdef39bc,HCD-502
e4f8a95afd9f44209d36f353fdef39bc,SEC-101
e4f8a95afd9f44209d36f353fdef39bc,URD-102
e8cb2c1fad404421afa9a8893fd4256b,ENI-103
e8cb2c1fad404421afa9a8893fd4256b,HCD-403
e8cb2c1fad404421afa9a8893fd4256b,HCD-502
e8cb2c1fad404421afa9a8893fd4256b,HCD-503
e8cb2c1fad404421afa9a8893fd4256b,SYS-102
e8cb2c1fad404421afa9a8893fd4256b,URD-102
fbe903feba3a4c9ab61b173f7a83ba79,AIC-201
fbe903feba3a4c9ab61b173f7a83ba79,AIC-301
fbe903feba3a4c9ab61b173f7a83ba79,AIC-504
fbe903feba3a4c9ab61b173f7a83ba79,ENI-103
fbe903feba3a4c9ab61b173f7a83ba79,HCD-402
fbe903feba3a4c9ab61b173f7a83ba79,SCI-102
fbe903feba3a4c9ab61b173f7a83ba79,URD-202
fcad7a60370e48eba3c0d4a3d5df80af,ENI-103
fcad7a60370e48eba3c0d4a3d5df80af,ENI-107
fcad7a60370e48eba3c0d4a3d5df80af,ENI-201
fcad7a60370e48eba3c0d4a3d5df80af,HCD-403
fcad7a60370e48eba3c0d4a3d5df80af,HCD-502
fcad7a60370e48eba3c0d4a3d5df80af,URD-102
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,AIC-303
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,AIC-504
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,AIC-604
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,COM-104
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,ENI-106
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,ENI-201
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,HCD-403
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,HCD-405
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,HCD-504
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,SCI-109
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,SEC-101
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,SEC-302
fe07e8ab5d0e4c1ba3a7a8e82b6fb65b,URD-201
ff6b00d7b126483d8fceb8806cf50255,AIC-504
ff6b00d7b126483d8fceb8806cf50255,ENI-103
ff6b00d7b126483d8fceb8806cf50255,SEC-101
ff6b00d7b126483d8fceb8806cf50255,SYS-102
ff6b00d7b126483d8fceb8806cf50255,URD-102
